timestamp,ambient,dimm0_temp,dimm10_temp,dimm11_temp,dimm12_temp,dimm13_temp,dimm14_temp,dimm15_temp,dimm1_temp,dimm2_temp,dimm3_temp,dimm4_temp,dimm5_temp,dimm6_temp,dimm7_temp,dimm8_temp,dimm9_temp,fan0_0,fan0_1,fan1_0,fan1_1,fan2_0,fan2_1,fan3_0,fan3_1,fan_disk_power,gpu0_core_temp,gpu0_mem_temp,gpu1_core_temp,gpu1_mem_temp,gpu3_core_temp,gpu3_mem_temp,gpu4_core_temp,gpu4_mem_temp,p0_core12_temp,p0_core13_temp,p0_core14_temp,p0_core15_temp,p0_core16_temp,p0_core17_temp,p0_core20_temp,p0_core21_temp,p0_core22_temp,p0_core23_temp,p0_core4_temp,p0_core5_temp,p0_core6_temp,p0_core7_temp,p0_core8_temp,p0_core9_temp,p0_io_power,p0_mem_power,p0_power,p0_vdd_temp,p1_core10_temp,p1_core11_temp,p1_core12_temp,p1_core13_temp,p1_core16_temp,p1_core17_temp,p1_core18_temp,p1_core19_temp,p1_core2_temp,p1_core3_temp,p1_core4_temp,p1_core5_temp,p1_core6_temp,p1_core7_temp,p1_core8_temp,p1_core9_temp,p1_io_power,p1_mem_power,p1_power,p1_vdd_temp,pcie,ps0_input_power,ps0_input_voltag,ps0_output_curre,ps0_output_volta,ps1_input_power,ps1_input_voltag,ps1_output_curre,ps1_output_volta,total_power
2022-09-01 00:00:00+00:00,22.457777616712782,32.044444444444444,33.0,31.377777777777776,33.0,33.0,32.266666666666666,33.37777777777778,32.37777777777778,32.111111111111114,31.91111111111111,31.844444444444445,31.0,32.0,31.355555555555554,32.0,33.0,4675.555555555556,4806.666666666667,4675.555555555556,4773.333333333333,4680.0,4791.111111111111,4693.333333333333,4793.333333333333,37.37777777777778,37.977777777777774,35.84444444444444,42.51111111111111,40.422222222222224,36.31111111111111,34.6,44.28888888888889,42.22222222222222,60.8,62.022222222222226,63.4,60.111111111111114,57.37777777777778,56.53333333333333,60.86666666666667,62.333333333333336,61.355555555555554,60.22222222222222,61.91111111111111,61.44444444444444,61.91111111111111,60.6,56.82222222222222,55.955555555555556,57.91111111111111,22.755555555555556,130.84444444444443,41.75555555555555,64.37777777777778,61.4,62.577777777777776,61.2,61.888888888888886,62.577777777777776,63.93333333333333,62.77777777777778,61.51111111111111,60.86666666666667,61.977777777777774,61.977777777777774,62.977777777777774,61.62222222222222,60.44444444444444,61.4,56.75555555555555,23.955555555555556,146.75555555555556,42.8,40.859999084472655,378.44444444444446,225.86666666666667,26.8,12.199999809265137,409.3333333333333,225.64444444444445,28.68888888888889,12.199999809265137,633.3333333333334
2022-09-01 00:15:00+00:00,22.53333346048991,32.022222222222226,32.86666666666667,31.266666666666666,32.91111111111111,33.0,32.111111111111114,33.22222222222222,32.22222222222222,32.08888888888889,31.866666666666667,31.77777777777778,31.0,31.977777777777778,31.155555555555555,32.0,32.93333333333333,4822.222222222223,4560.0,4815.555555555556,4535.555555555556,4820.0,4551.111111111111,4828.888888888889,4542.222222222223,38.75555555555555,37.84444444444444,35.577777777777776,42.13333333333333,39.977777777777774,36.111111111111114,34.333333333333336,43.93333333333333,41.75555555555555,59.71111111111111,60.62222222222222,63.06666666666667,59.68888888888889,57.77777777777778,56.955555555555556,60.888888888888886,62.422222222222224,61.0,59.48888888888889,61.46666666666667,60.955555555555556,61.71111111111111,60.51111111111111,56.77777777777778,55.51111111111111,57.666666666666664,22.444444444444443,122.75555555555556,41.48888888888889,63.666666666666664,60.86666666666667,61.888888888888886,60.8,61.93333333333333,62.17777777777778,62.733333333333334,62.266666666666666,61.422222222222224,61.022222222222226,62.355555555555554,62.044444444444444,63.46666666666667,61.666666666666664,61.08888888888889,62.24444444444445,56.577777777777776,23.555555555555557,137.2,42.62222222222222,40.59999974568685,381.3333333333333,226.0,26.6,12.199999809265137,413.55555555555554,225.86666666666667,28.333333333333332,12.199999809265137,620.4444444444445
2022-09-01 00:30:00+00:00,22.399999618530273,32.0,32.888888888888886,31.355555555555554,32.91111111111111,33.0,32.17777777777778,33.4,32.22222222222222,32.08888888888889,31.866666666666667,31.733333333333334,31.0,31.91111111111111,31.133333333333333,32.0,32.91111111111111,4693.333333333333,4702.222222222223,4708.888888888889,4691.111111111111,4722.222222222223,4700.0,4735.555555555556,4582.222222222223,37.82222222222222,37.93333333333333,35.82222222222222,42.333333333333336,40.333333333333336,36.13333333333333,34.53333333333333,44.28888888888889,42.044444444444444,59.733333333333334,60.84444444444444,63.13333333333333,59.68888888888889,57.37777777777778,56.53333333333333,60.48888888888889,61.24444444444445,60.08888888888889,59.08888888888889,61.28888888888889,60.15555555555556,60.68888888888889,59.86666666666667,56.22222222222222,55.68888888888889,58.2,23.555555555555557,125.64444444444445,41.53333333333333,64.02222222222223,61.644444444444446,62.28888888888889,61.266666666666666,62.333333333333336,62.86666666666667,63.51111111111111,62.53333333333333,61.266666666666666,61.44444444444444,62.37777777777778,61.93333333333333,63.644444444444446,62.044444444444444,61.51111111111111,63.022222222222226,57.044444444444444,24.177777777777777,144.26666666666668,42.644444444444446,40.81333253648546,379.55555555555554,226.0,26.488888888888887,12.199999809265137,412.44444444444446,225.86666666666667,29.42222222222222,12.199999809265137,628.0
2022-09-01 00:45:00+00:00,22.35999984741211,32.0,32.6,31.155555555555555,32.62222222222222,33.0,32.111111111111114,33.17777777777778,32.13333333333333,32.044444444444444,31.555555555555557,31.488888888888887,31.0,31.68888888888889,31.08888888888889,31.933333333333334,32.62222222222222,4724.444444444444,4840.0,4722.222222222223,4822.222222222223,4722.222222222223,4826.666666666667,4742.222222222223,4837.777777777777,38.044444444444444,37.644444444444446,35.46666666666667,42.08888888888889,39.977777777777774,36.08888888888889,34.31111111111111,43.733333333333334,41.75555555555555,60.333333333333336,61.266666666666666,63.08888888888889,59.888888888888886,57.53333333333333,56.733333333333334,60.62222222222222,61.91111111111111,61.111111111111114,60.0,61.355555555555554,60.977777777777774,61.955555555555556,60.422222222222224,56.8,55.84444444444444,58.2,24.488888888888887,133.55555555555554,41.6,63.46666666666667,60.48888888888889,61.31111111111111,60.422222222222224,61.6,62.355555555555554,62.82222222222222,62.111111111111114,61.37777777777778,61.93333333333333,63.82222222222222,63.577777777777776,65.02222222222223,63.06666666666667,62.0,62.86666666666667,57.13333333333333,24.88888888888889,151.82222222222222,42.71111111111111,40.49333335028754,379.55555555555554,226.0,26.488888888888887,12.199999809265137,410.0,226.0,28.42222222222222,12.199999809265137,644.4444444444445
2022-09-01 01:00:00+00:00,22.422222137451172,32.111111111111114,32.77777777777778,31.288888888888888,32.77777777777778,33.0,32.17777777777778,33.333333333333336,32.2,32.111111111111114,31.755555555555556,31.666666666666668,31.0,32.0,31.177777777777777,32.0,32.86666666666667,4773.333333333333,4653.333333333333,4795.555555555556,4631.111111111111,4753.333333333333,4615.555555555556,4791.111111111111,4635.555555555556,38.08888888888889,37.82222222222222,35.666666666666664,42.28888888888889,40.266666666666666,36.111111111111114,34.44444444444444,43.955555555555556,41.93333333333333,60.53333333333333,61.422222222222224,63.44444444444444,60.111111111111114,57.71111111111111,56.93333333333333,61.111111111111114,62.24444444444445,61.15555555555556,60.44444444444444,61.422222222222224,60.86666666666667,61.666666666666664,60.48888888888889,56.71111111111111,55.91111111111111,58.75555555555555,24.266666666666666,144.62222222222223,41.888888888888886,63.8,61.37777777777778,61.955555555555556,61.111111111111114,62.08888888888889,63.044444444444444,63.4,62.62222222222222,61.51111111111111,61.577777777777776,62.84444444444444,62.22222222222222,63.8,62.022222222222226,61.266666666666666,62.4,57.422222222222224,25.733333333333334,146.0888888888889,42.888888888888886,40.78666593763563,382.22222222222223,226.0,26.755555555555556,12.199999809265137,411.1111111111111,225.86666666666667,29.22222222222222,12.199999809265137,650.2222222222222
2022-09-01 01:15:00+00:00,22.493333435058595,32.0,32.75555555555555,31.4,32.77777777777778,33.0,32.22222222222222,33.53333333333333,32.46666666666667,32.022222222222226,31.733333333333334,31.68888888888889,31.0,31.822222222222223,31.42222222222222,32.0,32.77777777777778,4788.888888888889,4680.0,4831.111111111111,4682.222222222223,4795.555555555556,4662.222222222223,4808.888888888889,4668.888888888889,39.022222222222226,37.77777777777778,35.666666666666664,42.15555555555556,40.06666666666667,36.15555555555556,34.55555555555556,43.8,41.8,60.644444444444446,61.68888888888889,63.46666666666667,60.022222222222226,57.75555555555555,56.955555555555556,61.17777777777778,62.31111111111111,61.77777777777778,60.91111111111111,61.77777777777778,61.4,61.84444444444444,60.55555555555556,56.93333333333333,56.06666666666667,58.37777777777778,24.266666666666666,142.4,41.888888888888886,63.62222222222222,61.28888888888889,62.0,60.733333333333334,62.044444444444444,62.333333333333336,63.08888888888889,62.55555555555556,61.4,61.84444444444444,63.422222222222224,63.24444444444445,64.66666666666667,63.2,62.08888888888889,63.51111111111111,57.22222222222222,25.155555555555555,150.9777777777778,42.977777777777774,40.75333268907335,384.22222222222223,226.0,26.711111111111112,12.199999809265137,415.3333333333333,225.73333333333332,28.866666666666667,12.199999809265137,654.2222222222222
2022-09-01 01:30:00+00:00,22.266667048136394,32.0,32.75555555555555,31.066666666666666,32.75555555555555,33.0,32.08888888888889,33.111111111111114,32.06666666666667,32.0,31.622222222222224,31.6,31.0,31.8,31.066666666666666,31.933333333333334,32.75555555555555,4797.777777777777,4197.777777777777,4831.111111111111,4204.444444444444,4815.555555555556,4195.555555555556,4826.666666666667,4195.555555555556,39.15555555555556,37.733333333333334,35.6,41.93333333333333,39.93333333333333,36.044444444444444,34.28888888888889,43.888888888888886,41.84444444444444,60.71111111111111,61.733333333333334,63.044444444444444,60.13333333333333,58.44444444444444,57.022222222222226,62.31111111111111,63.44444444444444,61.86666666666667,60.55555555555556,61.46666666666667,61.48888888888889,62.2,60.62222222222222,56.84444444444444,55.93333333333333,58.48888888888889,24.977777777777778,141.46666666666667,41.75555555555555,63.55555555555556,61.51111111111111,62.24444444444445,61.24444444444445,62.75555555555555,63.48888888888889,63.77777777777778,62.86666666666667,61.31111111111111,61.733333333333334,63.48888888888889,63.46666666666667,64.88888888888889,63.111111111111114,62.08888888888889,63.31111111111111,57.111111111111114,24.844444444444445,147.6888888888889,42.86666666666667,40.539999898274736,382.22222222222223,226.0,26.977777777777778,12.199999809265137,408.22222222222223,225.95555555555555,29.244444444444444,12.199999809265137,650.2222222222222
2022-09-01 01:45:00+00:00,22.29333356221517,32.0,32.86666666666667,31.266666666666666,32.888888888888886,33.0,32.266666666666666,33.31111111111111,32.266666666666666,32.0,31.822222222222223,31.77777777777778,31.0,32.0,31.155555555555555,32.0,32.86666666666667,4662.222222222223,4880.0,4646.666666666667,4864.444444444444,4664.444444444444,4868.888888888889,4664.444444444444,4871.111111111111,36.44444444444444,37.84444444444444,35.71111111111111,42.4,40.28888888888889,36.111111111111114,34.333333333333336,44.13333333333333,42.08888888888889,60.111111111111114,61.2,63.355555555555554,59.86666666666667,58.06666666666667,57.15555555555556,61.24444444444445,62.75555555555555,61.333333333333336,60.31111111111111,62.0,61.888888888888886,62.37777777777778,60.93333333333333,56.71111111111111,55.75555555555555,58.24444444444445,23.68888888888889,130.04444444444445,41.86666666666667,63.93333333333333,61.44444444444444,62.48888888888889,61.68888888888889,62.68888888888889,63.333333333333336,63.55555555555556,62.577777777777776,61.68888888888889,62.28888888888889,63.888888888888886,63.8,64.77777777777777,62.86666666666667,61.71111111111111,63.51111111111111,57.044444444444444,24.533333333333335,143.33333333333334,42.93333333333333,40.66666624281142,380.44444444444446,226.0,26.88888888888889,12.199999809265137,410.6666666666667,225.95555555555555,28.977777777777778,12.199999809265137,629.3333333333334
2022-09-01 02:00:00+00:00,22.41777754889594,31.955555555555556,32.48888888888889,31.066666666666666,32.46666666666667,32.93333333333333,31.91111111111111,33.06666666666667,32.022222222222226,32.0,31.4,31.355555555555554,30.88888888888889,31.555555555555557,31.022222222222222,31.755555555555556,32.51111111111111,4948.888888888889,4804.444444444444,4942.222222222223,4800.0,4948.888888888889,4806.666666666667,4971.111111111111,4688.888888888889,41.28888888888889,37.48888888888889,35.4,41.62222222222222,39.666666666666664,35.977777777777774,34.2,43.4,41.355555555555554,59.91111111111111,61.06666666666667,62.84444444444444,59.75555555555555,57.355555555555554,56.22222222222222,60.15555555555556,61.266666666666666,60.71111111111111,59.6,60.977777777777774,60.15555555555556,61.13333333333333,59.86666666666667,56.355555555555554,55.55555555555556,58.13333333333333,23.2,134.84444444444443,41.48888888888889,62.86666666666667,61.0,62.0,61.0,62.62222222222222,62.91111111111111,62.91111111111111,62.08888888888889,60.62222222222222,61.355555555555554,63.17777777777778,62.68888888888889,64.22222222222223,62.51111111111111,61.4,62.84444444444444,57.13333333333333,24.755555555555556,144.0,42.733333333333334,40.36000035603841,379.1111111111111,226.0,26.533333333333335,12.199999809265137,413.1111111111111,225.86666666666667,28.755555555555556,12.199999809265137,639.5555555555555
2022-09-01 02:15:00+00:00,22.520000076293947,32.0,33.0,31.266666666666666,33.0,33.0,32.111111111111114,33.22222222222222,32.22222222222222,32.06666666666667,31.977777777777778,31.844444444444445,31.0,32.0,31.133333333333333,32.0,33.0,4822.222222222223,4813.333333333333,4864.444444444444,4817.777777777777,4851.111111111111,4806.666666666667,4857.777777777777,4817.777777777777,39.86666666666667,38.0,35.8,42.111111111111114,40.06666666666667,36.044444444444444,34.31111111111111,43.91111111111111,41.8,60.577777777777776,61.6,63.17777777777778,60.355555555555554,58.355555555555554,57.355555555555554,61.44444444444444,62.666666666666664,61.82222222222222,60.644444444444446,62.08888888888889,61.8,62.044444444444444,61.51111111111111,57.266666666666666,56.355555555555554,58.55555555555556,24.444444444444443,136.75555555555556,41.84444444444444,63.82222222222222,61.4,61.888888888888886,61.044444444444444,61.91111111111111,62.37777777777778,63.2,62.37777777777778,61.31111111111111,61.71111111111111,63.2,63.0,64.68888888888888,62.77777777777778,61.733333333333334,62.77777777777778,57.355555555555554,25.333333333333332,149.33333333333334,42.888888888888886,40.57999979654948,379.77777777777777,226.0,27.08888888888889,12.199999809265137,412.22222222222223,225.86666666666667,28.8,12.199999809265137,646.2222222222222
