timestamp,boottime,bytes_in,bytes_out,cpu_aidle,cpu_idle,cpu_nice,cpu_system,cpu_user,cpu_wio,disk_free,load_fifteen,load_five,load_one,mem_buffers,mem_cached,mem_free,pkts_in,pkts_out,proc_run,proc_total,Gpu0_gpu_temp,Gpu0_mem_copy_utilization,Gpu0_memory_temp,Gpu0_power_usage,Gpu0_sm_clock,Gpu1_gpu_temp,Gpu1_mem_copy_utilization,Gpu1_memory_temp,Gpu1_power_usage,Gpu1_sm_clock,Gpu2_gpu_temp,Gpu2_mem_copy_utilization,Gpu2_memory_temp,Gpu2_power_usage,Gpu2_sm_clock,Gpu3_gpu_temp,Gpu3_mem_copy_utilization,Gpu3_memory_temp,Gpu3_power_usage,Gpu3_sm_clock,Gpu0_current_clock_throttle_reasons,Gpu0_fb_free,Gpu0_fb_used,Gpu0_gpu_util_samples,Gpu0_gpu_utilization,Gpu0_nvlink_bandwidth_total,Gpu0_total_energy_consumption,Gpu1_current_clock_throttle_reasons,Gpu1_fb_free,Gpu1_fb_used,Gpu1_gpu_util_samples,Gpu1_gpu_utilization,Gpu1_nvlink_bandwidth_total,Gpu1_total_energy_consumption,Gpu2_current_clock_throttle_reasons,Gpu2_fb_free,Gpu2_fb_used,Gpu2_gpu_util_samples,Gpu2_gpu_utilization,Gpu2_nvlink_bandwidth_total,Gpu2_total_energy_consumption,Gpu3_current_clock_throttle_reasons,Gpu3_fb_free,Gpu3_fb_used,Gpu3_gpu_util_samples,Gpu3_gpu_utilization,Gpu3_nvlink_bandwidth_total,Gpu3_total_energy_consumption
2022-09-01 00:00:00+00:00,1659944114.0,7457.3060546875,17513.6880859375,85.9000015258789,94.05555682712131,0.0,0.4277777750458982,5.522222240765889,0.0,1135.2328125,6.712352949030259,8.373529462253346,9.522941252764534,5696.0,6710999.578947368,243345606.7368421,61.150000762939456,111.21799926757812,7.7272727272727275,2003.909090909091,49.93333333333333,2.3555555555555556,43.86666666666667,144.72793240017361,1428.2666666666667,59.2,2.0444444444444443,51.28888888888889,151.20440131293404,1429.911111111111,49.888888888888886,1.9777777777777779,43.422222222222224,166.2096220228407,1447.6444444444444,53.355555555555554,2.2444444444444445,46.68888888888889,145.40477862887911,1433.111111111111,0.0,13631.777777777777,2528.222222222222,42.68888888888889,44.44444444444444,29.511111111111113,243393804067.17776,7.111111111111111,13677.91111111111,2595.866666666667,41.93333333333333,42.22222222222222,31.066666666666666,241121367610.4889,0.0,13631.777777777777,2528.222222222222,42.93333333333333,46.666666666666664,29.511111111111113,251791600025.6,0.0,13724.044444444444,2435.9555555555557,39.8,40.0,31.066666666666666,232834022318.13333
2022-09-01 00:15:00+00:00,1659944114.0,12756.911376953125,19248.985107421875,85.9000015258789,96.60000116684857,0.0,0.29411765231805687,3.094117690535153,0.0,1135.22919921875,5.724545392123136,4.676363641565496,4.166363661939448,5696.0,6653778.285714285,234346767.23809522,65.2024998664856,117.80000019073486,3.727272727272727,2017.1818181818182,48.06666666666667,2.022222222222222,43.06666666666667,117.14311091105144,1334.888888888889,57.955555555555556,1.8666666666666667,50.48888888888889,131.35215496487086,1271.3333333333333,47.888888888888886,1.8666666666666667,42.71111111111111,132.72753092447917,1312.0222222222221,52.31111111111111,4.2,46.06666666666667,133.25822160508898,1281.0222222222221,0.1111111111111111,12995.111111111111,3164.7555555555555,36.91111111111111,35.55555555555556,54.37777777777778,243551167955.73334,10.8,12995.111111111111,3050.9777777777776,37.77777777777778,35.55555555555556,54.37777777777778,241296465998.5111,0.24444444444444444,13002.777777777777,3157.0666666666666,37.28888888888889,33.333333333333336,54.37777777777778,251974633239.62222,0.13333333333333333,13002.777777777777,3157.0666666666666,40.13333333333333,37.577777777777776,54.37777777777778,233009251939.13333
2022-09-01 00:30:00+00:00,1659944114.0,6776.54736328125,16768.1044921875,85.9000015258789,96.02413993046201,0.0,0.11379310488700867,3.8551724203701676,0.0,1135.22900390625,5.1072727983648125,4.9100000208074395,5.16909087787975,5696.0,6713094.736842105,178912043.78947368,56.105000495910645,108.92500114440918,4.0,2002.111111111111,41.51111111111111,0.0,37.71111111111111,60.13773354424371,1433.111111111111,45.666666666666664,0.5777777777777777,43.111111111111114,61.95764600965712,1418.5777777777778,39.666666666666664,0.0,36.0,65.55339914957682,1442.8,43.62222222222222,1.4222222222222223,39.77777777777778,66.75544306437175,1418.5777777777778,0.0,10686.0,5474.0,1.288888888888889,0.0,83.95555555555555,243614026228.8,0.0,10686.0,5474.0,0.7777777777777778,1.9333333333333333,83.95555555555555,241363026157.4222,0.0,10686.0,5474.0,2.0,2.2222222222222223,83.95555555555555,252040921457.44446,0.0,10686.0,5474.0,1.4222222222222223,2.977777777777778,83.95555555555555,233076225605.3111
2022-09-01 00:45:00+00:00,1659944114.0,8114.24423828125,19193.315625,85.9000015258789,96.04000040690104,0.0,0.2666666731238365,3.7133334000905354,0.0,1135.2254150390625,5.007000064849853,4.95600004196167,4.921999979019165,5696.0,6714958.222222222,175380785.7777778,66.09400024414063,117.92000122070313,6.222222222222222,2000.0,41.53333333333333,0.044444444444444446,37.666666666666664,64.37435599433051,1418.5777777777778,45.666666666666664,6.133333333333334,42.733333333333334,61.11960144042969,1433.111111111111,39.55555555555556,0.08888888888888889,36.044444444444444,63.69917678833008,1426.4222222222222,43.75555555555555,0.0,39.733333333333334,64.32677527533637,1447.6444444444444,0.0,10686.0,5474.0,0.6444444444444445,0.0,87.0,243669439385.4222,0.0,10686.0,5474.0,0.9555555555555556,3.111111111111111,87.04444444444445,241419244009.37778,0.0,10686.0,5474.0,1.2444444444444445,6.0,86.26666666666667,252097947044.26666,0.0,10686.0,5474.0,2.066666666666667,0.0,86.91111111111111,233133804898.66666
2022-09-01 01:00:00+00:00,1659944114.0,6624.503255208333,16443.786783854168,85.92353057861328,94.38823610193589,0.0,0.42352941281655254,5.194117672303143,0.0,1135.22880859375,6.66470583747415,8.312352965859805,9.19470599118401,5696.0,6715892.705882353,251330842.3529412,55.37999979654948,107.37333424886067,7.714285714285714,2003.4285714285713,48.68888888888889,1.9555555555555555,42.977777777777774,135.67635447184244,1452.4888888888888,58.355555555555554,2.311111111111111,50.24444444444445,154.46022330390082,1446.6222222222223,49.53333333333333,2.3555555555555556,43.22222222222222,155.56808785332575,1437.9555555555555,53.08888888888889,2.2666666666666666,46.24444444444445,155.78988791571723,1437.9555555555555,0.0,13450.355555555556,2709.6444444444446,40.955555555555556,42.22222222222222,35.733333333333334,243737806427.6,3.3777777777777778,13450.355555555556,2595.866666666667,41.977777777777774,44.44444444444444,35.733333333333334,241490691068.8889,0.17777777777777778,13404.222222222223,2755.777777777778,42.08888888888889,44.44444444444444,34.17777777777778,252172307341.82224,0.0,13404.222222222223,2755.777777777778,40.422222222222224,45.53333333333333,34.17777777777778,233207157360.55554
2022-09-01 01:15:00+00:00,1659944114.0,12308.978759765625,18565.72509765625,86.0,96.71333363850911,0.0,0.3000000004967054,2.9666666706403095,0.0,1135.2278076171874,5.682999944686889,4.675,4.18499995470047,5696.0,6655296.0,232891084.8,62.90750074386597,113.67875003814697,4.0,1996.3333333333333,48.355555555555554,2.1333333333333333,43.17777777777778,123.26628824869792,1331.4,59.022222222222226,2.3333333333333335,50.53333333333333,140.89751273261177,1252.1777777777777,48.17777777777778,2.066666666666667,42.71111111111111,140.86368747287327,1331.0444444444445,52.0,4.022222222222222,45.888888888888886,130.98686565823024,1285.8666666666666,0.1111111111111111,12995.111111111111,3164.7555555555555,38.71111111111111,39.2,54.37777777777778,243894308418.95557,3.688888888888889,13002.777777777777,3058.6666666666665,42.15555555555556,40.0,54.355555555555554,241665177438.33334,0.15555555555555556,13002.777777777777,3157.0666666666666,38.13333333333333,35.55555555555556,54.24444444444445,252355131360.82224,0.13333333333333333,13002.777777777777,3157.0666666666666,39.44444444444444,42.08888888888889,54.37777777777778,233380504469.37778
2022-09-01 01:30:00+00:00,1659944114.0,7579.380045572917,17876.223307291668,86.0,95.90909264304422,0.0,0.1318181844597513,3.968181848526001,0.0,1135.2274169921875,5.119090903889049,5.025454477830366,5.431818181818182,5696.0,6717991.111111111,178153258.66666666,62.38999938964844,113.44666798909505,6.0,2000.0,41.44444444444444,0.0,37.666666666666664,59.76908908420139,1436.7777777777778,45.51111111111111,0.0,42.733333333333334,62.421912892659506,1399.2,39.53333333333333,0.0,36.4,62.9272218492296,1442.8,43.48888888888889,0.0,40.13333333333333,61.73824276394314,1408.888888888889,0.0,10686.0,5474.0,1.1111111111111112,0.0,81.62222222222222,243958418856.02222,0.0,10686.0,5474.0,0.9111111111111111,0.0,90.93333333333334,241733373417.64444,0.0,10686.0,5474.0,1.9777777777777779,0.0,81.62222222222222,252422154617.77777,0.0,10686.0,5474.0,1.4222222222222223,0.0,81.62222222222222,233447591353.33334
2022-09-01 01:45:00+00:00,1659944114.0,7094.1759765625,18307.749609375,86.0,95.96521792204484,0.0,0.26956522594327514,3.7652174286220386,0.0,1135.22802734375,5.403000020980835,5.51200008392334,5.437999963760376,5696.0,6718912.0,175346346.66666666,58.2859992980957,113.60999908447266,4.5,2001.5,41.68888888888889,0.022222222222222223,37.91111111111111,61.17237794664171,1462.1777777777777,45.71111111111111,0.0,43.0,62.88535758124458,1452.4888888888888,39.62222222222222,0.044444444444444446,36.22222222222222,63.351466200086804,1433.111111111111,43.77777777777778,2.2222222222222223,39.75555555555555,62.81088697645399,1433.2888888888888,0.0,10686.0,5474.0,0.6,0.6444444444444445,83.95555555555555,244013851700.84445,0.0,10686.0,5474.0,0.8888888888888888,0.0,88.62222222222222,241789759942.93332,0.0,10686.0,5474.0,0.9333333333333333,0.0,84.4888888888889,252479372016.6889,0.0,10686.0,5474.0,1.4666666666666666,2.1333333333333333,83.95555555555555,233505580025.02222
2022-09-01 02:00:00+00:00,1659944114.0,6259.466634114583,16442.243489583332,86.0,93.78235356947955,0.0,0.4058823506621754,5.829411731046789,0.0,1135.227197265625,6.4811111026340065,7.839444345898098,9.005000008477104,5696.0,6719954.285714285,240120286.47619048,51.289999643961586,100.50999959309895,10.777777777777779,2005.0,48.62222222222222,2.8444444444444446,42.977777777777774,137.6131106906467,1437.9555555555555,57.733333333333334,2.022222222222222,50.17777777777778,149.89495535956488,1440.4222222222222,48.53333333333333,2.3555555555555556,42.77777777777778,151.49142116970486,1439.111111111111,52.577777777777776,2.2888888888888888,46.22222222222222,145.14710930718317,1428.2666666666667,0.0,13496.488888888889,2663.511111111111,39.888888888888886,42.22222222222222,31.844444444444445,244082274294.2,4.977777777777778,13496.488888888889,2549.733333333333,38.71111111111111,42.48888888888889,31.844444444444445,241861200577.95557,0.0,13496.488888888889,2663.511111111111,40.044444444444444,40.44444444444444,33.4,252551770391.4222,0.0,13496.488888888889,2663.511111111111,39.91111111111111,40.0,31.844444444444445,233578376224.86667
2022-09-01 02:15:00+00:00,1659944114.0,11968.33984375,18871.573852539062,86.0,96.59411935245289,0.0,0.3117647070218535,3.0823529608109417,0.0,1135.2239990234375,5.714545379985463,4.769090934233232,4.387272748080167,5696.0,6665815.2727272725,235630045.0909091,58.74000072479248,115.95875072479248,3.272727272727273,2016.8181818181818,49.2,2.7555555555555555,43.977777777777774,124.97240083482531,1362.4,59.15555555555556,2.066666666666667,50.91111111111111,138.08162375556097,1276.2444444444445,49.111111111111114,2.4,43.4,144.15475446912978,1352.7111111111112,52.8,4.088888888888889,46.15555555555556,142.26875695122612,1271.5333333333333,0.08888888888888889,13002.777777777777,3157.0666666666666,39.977777777777774,40.0,54.355555555555554,244240762889.22223,12.177777777777777,13002.777777777777,3112.488888888889,42.08888888888889,40.0,54.355555555555554,242035979097.55554,0.15555555555555556,13002.777777777777,3157.0666666666666,40.31111111111111,40.0,54.37777777777778,252734705048.62222,0.1111111111111111,13002.777777777777,3157.0666666666666,40.31111111111111,43.355555555555554,54.31111111111111,233753422947.53333
