timestamp,boottime,bytes_in,bytes_out,cpu_aidle,cpu_idle,cpu_nice,cpu_system,cpu_user,cpu_wio,disk_free,load_fifteen,load_five,load_one,mem_cached,mem_free,pkts_in,pkts_out,proc_run,proc_total,Gpu0_gpu_temp,Gpu0_mem_copy_utilization,Gpu0_memory_temp,Gpu0_power_usage,Gpu0_sm_clock,Gpu1_gpu_temp,Gpu1_mem_copy_utilization,Gpu1_memory_temp,Gpu1_power_usage,Gpu1_sm_clock,Gpu2_gpu_temp,Gpu2_mem_copy_utilization,Gpu2_memory_temp,Gpu2_power_usage,Gpu2_sm_clock,Gpu3_gpu_temp,Gpu3_mem_copy_utilization,Gpu3_memory_temp,Gpu3_power_usage,Gpu3_sm_clock,Gpu0_current_clock_throttle_reasons,Gpu0_fb_free,Gpu0_fb_used,Gpu0_gpu_util_samples,Gpu0_gpu_utilization,Gpu0_nvlink_bandwidth_total,Gpu0_total_energy_consumption,Gpu1_current_clock_throttle_reasons,Gpu1_fb_free,Gpu1_fb_used,Gpu1_gpu_util_samples,Gpu1_gpu_utilization,Gpu1_nvlink_bandwidth_total,Gpu1_total_energy_consumption,Gpu2_current_clock_throttle_reasons,Gpu2_fb_free,Gpu2_fb_used,Gpu2_gpu_util_samples,Gpu2_gpu_utilization,Gpu2_nvlink_bandwidth_total,Gpu2_total_energy_consumption,Gpu3_current_clock_throttle_reasons,Gpu3_fb_free,Gpu3_fb_used,Gpu3_gpu_util_samples,Gpu3_gpu_utilization,Gpu3_nvlink_bandwidth_total,Gpu3_total_energy_consumption,Gpu0_xid_errors
2022-09-01 00:00:00+00:00,1660034661.0,6995.012451171875,17305.727294921875,99.9000015258789,99.92000122070313,0.0,0.0,0.010000000149011612,0.0,1136.696826171875,0.025999999418854714,0.07899999991059303,0.08500000182539225,2444267.789473684,310628655.15789473,56.39750099182129,107.99249839782715,0.2857142857142857,1716.4285714285713,35.733333333333334,0.0,33.0,39.95800018310547,135.0,37.266666666666666,0.0,35.0,41.447799597846135,135.0,36.0,0.0,32.2,39.459999084472656,135.0,40.111111111111114,0.0,38.111111111111114,43.970001220703125,135.0,1.0,16151.0,8.0,0.0,0.0,0.0,77919399475.2,1.0,16151.0,8.0,0.0,0.0,0.0,80831437512.95555,1.0,16151.0,8.0,0.0,0.0,0.0,76959770717.24445,1.0,16151.0,8.0,0.0,0.0,0.0,85585179301.17778,
2022-09-01 00:15:00+00:00,1660034661.0,7758.366617838542,18432.59521484375,99.9000015258789,99.9000015258789,0.0,0.0,0.0,0.0,1136.6947998046876,0.020999999716877937,0.06699999999254942,0.0780000001192093,2445662.117647059,310617697.88235295,59.211666107177734,115.31333287556966,0.125,1749.25,35.955555555555556,0.0,33.044444444444444,39.95800018310547,135.0,37.55555555555556,0.0,35.0,41.44959962632921,135.0,36.0,0.0,32.577777777777776,39.45944357977973,135.0,40.48888888888889,0.0,38.46666666666667,43.970001220703125,135.0,1.0,16151.0,8.0,0.0,0.0,0.0,77955310573.7111,1.0,16151.0,8.0,0.0,0.0,0.0,80868725068.42223,1.0,16151.0,8.0,0.0,0.0,0.0,76995262599.24445,1.0,16151.0,8.0,0.0,0.0,0.0,85624729657.02222,
2022-09-01 00:30:00+00:00,1660034661.0,6749.88818359375,16885.023828125,99.9000015258789,99.91000137329101,0.0,0.0,0.0,0.0,1136.6933837890624,0.012999999709427357,0.04199999962002039,0.03200000002980232,2447352.0,310626460.0,54.50600051879883,105.4239990234375,0.42857142857142855,1715.142857142857,35.2,0.0,33.0,39.94693349202474,135.0,37.0,0.0,34.955555555555556,41.45079964531793,135.0,36.0,0.0,32.08888888888889,39.4472659640842,135.0,40.0,0.0,38.0,43.947823418511284,135.0,1.0,16151.0,8.0,0.0,0.0,0.0,77991219107.48889,1.0,16151.0,8.0,0.0,0.0,0.0,80906012226.22223,1.0,16151.0,8.0,0.0,0.0,0.0,77030748150.95555,1.0,16151.0,8.0,0.0,0.0,0.0,85664277453.17778,
2022-09-01 00:45:00+00:00,1660034661.0,29286.390206473214,19138.98116629464,99.9000015258789,99.9000015258789,0.0,0.0,0.010000000149011612,0.0,1136.6910400390625,0.009999999776482582,0.051999999396502974,0.056999999284744265,2448344.380952381,310624112.7619048,108.77571378435407,133.41428811209542,0.0,1713.8,35.06666666666667,0.0,33.0,39.924800109863284,135.0,37.0,0.0,35.0,41.450199635823566,135.0,36.0,0.0,32.08888888888889,39.44782146877713,135.0,40.0,0.0,38.0,43.92564561631944,135.0,1.0,16151.0,8.0,0.0,0.0,0.0,78027152170.62222,1.0,16151.0,8.0,0.0,0.0,0.0,80943301383.6,1.0,16151.0,8.0,0.0,0.0,0.0,77066222702.8,1.0,16151.0,8.0,0.0,0.0,0.0,85703797480.6,
2022-09-01 01:00:00+00:00,1660034661.0,7223.45751953125,17823.08984375,99.9000015258789,99.91000137329101,0.0,0.0,0.0,0.0,1136.6912353515625,0.051999999582767485,0.11999999731779099,0.17499999925494195,2449364.210526316,310609330.5263158,58.52499866485596,111.09500122070312,0.125,1717.0,35.28888888888889,0.0,33.0,39.95800018310547,135.0,37.022222222222226,0.0,35.0,41.45079964531793,135.0,36.0,0.0,32.111111111111114,39.44782146877713,135.0,40.044444444444444,0.0,38.06666666666667,43.92564561631944,135.0,1.0,16151.0,8.0,0.0,0.0,0.0,78063110201.97778,1.0,16151.0,8.0,0.0,0.0,0.0,80980591218.97778,1.0,16151.0,8.0,0.0,0.0,0.0,77101690318.64444,1.0,16151.0,8.0,0.0,0.0,0.0,85743283452.66667,
2022-09-01 01:15:00+00:00,1660034661.0,6954.4919921875,17040.37421875,99.9000015258789,99.9000015258789,0.0,0.0,0.010000000149011612,0.0,1136.690576171875,0.03799999970942736,0.04400000013411045,0.04099999945610762,2450556.0,310616560.0,56.268000793457034,105.2040008544922,0.3333333333333333,1713.8333333333333,35.84444444444444,0.0,33.0,39.95800018310547,135.0,37.044444444444444,0.0,35.0,41.44719958835178,135.0,36.0,0.0,32.55555555555556,39.458888075086804,135.0,40.31111111111111,0.0,38.28888888888889,43.95891231960721,135.0,1.0,16151.0,8.0,0.0,0.0,0.0,78099046634.82222,1.0,16151.0,8.0,0.0,0.0,0.0,81017852687.6,1.0,16151.0,8.0,0.0,0.0,0.0,77137151342.84445,1.0,16151.0,8.0,0.0,0.0,0.0,85782762363.53334,
2022-09-01 01:30:00+00:00,1660034661.0,7247.4000244140625,17336.46533203125,99.9000015258789,99.91000137329101,0.0,0.0,0.0,0.0,1136.68759765625,0.0029999999329447745,0.019999999552965164,0.020999999716877937,2451572.0,310609816.0,58.397499084472656,108.22999954223633,0.16666666666666666,1714.0,35.022222222222226,0.0,33.0,39.95800018310547,135.0,37.0,0.0,34.977777777777774,41.45079964531793,135.0,36.0,0.0,32.022222222222226,39.41351064046224,135.0,40.0,0.0,38.0,43.93673451741537,135.0,1.0,16151.0,8.0,0.0,0.0,0.0,78134954372.64444,1.0,16151.0,8.0,0.0,0.0,0.0,81055113426.2889,1.0,16151.0,8.0,0.0,0.0,0.0,77172602801.2889,1.0,16151.0,8.0,0.0,0.0,0.0,85822297062.17778,
2022-09-01 01:45:00+00:00,1660034661.0,7080.5849609375,17258.545166015625,99.9000015258789,99.91000137329101,0.0,0.0,0.0,0.0,1136.68740234375,0.004999999888241291,0.0409999992698431,0.05099999997764826,2452620.8,310608814.93333334,57.125000953674316,107.52999877929688,0.14285714285714285,1714.142857142857,35.0,0.0,33.0,39.95800018310547,135.0,37.0,0.0,34.97727272727273,41.45015872608531,135.0,36.0,0.0,32.11363636363637,39.43565845489502,135.0,40.0,0.0,38.0,43.90195569125089,135.0,1.0,16151.0,8.0,0.0,0.0,0.0,78170448828.70454,1.0,16151.0,8.0,0.0,0.0,0.0,81091989060.54546,1.0,16151.0,8.0,0.0,0.0,0.0,77207670870.15909,1.0,16151.0,8.0,0.0,0.0,0.0,85861343064.97728,
2022-09-01 02:00:00+00:00,1660034661.0,5892.656575520833,16063.9169921875,99.9000015258789,99.9000015258789,0.0,0.0,0.0,0.0,1136.6862060546875,0.007999999821186066,0.05599999986588955,0.048999999091029166,2453702.095238095,310603885.71428573,48.223333994547524,97.60000101725261,0.0,1714.2857142857142,35.391304347826086,0.0,33.0,39.95800018310547,135.0,37.04347826086956,0.0,35.0,41.446130006209664,135.0,36.0,0.0,32.23913043478261,39.43671666020932,135.0,40.06521739130435,0.0,38.0,43.95915338267451,135.0,1.0,16151.0,8.0,0.0,0.0,0.0,78206446495.52174,1.0,16151.0,8.0,0.0,0.0,0.0,81129274731.60869,1.0,16151.0,8.0,0.0,0.0,0.0,77243136814.67392,1.0,16151.0,8.0,0.0,0.0,0.0,85900835629.08696,
2022-09-01 02:15:00+00:00,1660034661.0,7455.95185546875,19324.408203125,99.9000015258789,99.92000122070313,0.0,0.0,0.0,0.0,1136.680029296875,0.06999999992549419,0.15699999928474426,0.21999999545514584,2455110.4,310599385.6,55.84599990844727,117.38600158691406,0.0,1742.2222222222222,35.86666666666667,0.0,33.06666666666667,39.95800018310547,135.0,37.28888888888889,0.0,35.0,41.4483996073405,135.0,36.0,0.0,32.62222222222222,39.45833257039388,135.0,40.62222222222222,0.0,38.355555555555554,43.970001220703125,135.0,1.0,16151.0,8.0,0.0,0.0,0.0,78242778696.66667,1.0,16151.0,8.0,0.0,0.0,0.0,81166983937.15555,1.0,16151.0,8.0,0.0,0.0,0.0,77279029025.26666,1.0,16151.0,8.0,0.0,0.0,0.0,85940831813.68889,
